167.666827	167.666827	and the droplet
168.519675	168.519675	is a girl
169.431205	169.431205	with a creepy
170.248844	170.248844	little doll
171.132990	171.132990	but
171.359894	171.359894	she's got ADHD
172.913017	172.913017	and forgot
173.492015	173.492015	to take
173.947780	173.947780	her pills
174.630450	174.630450	now the doll
175.221184	175.221184	has got
175.694554	175.694554	away
176.379180	176.379180	and she's
176.739097	176.739097	running for
177.666276	177.666276	a bus
178.131822	178.131822	but she trips
178.789063	178.789063	over a
179.332851	179.332851	shoe    
179.841431	179.841431	shoelace and
180.275679	180.275679	falls     
180.494759	180.494759	falls in  
180.733400	180.733400	falls into
180.913359	180.913359	the sea
181.590161	181.590161	and it's
182.020497	182.020497	really windy
182.904642	182.904642	now
183.323242	183.323242	this umbrella's
184.191739	184.191739	going to break
185.111093	185.111093	but it's really
185.952205	185.952205	not the wind
186.836351	186.836351	there's a
187.219741	187.219741	magnet over
188.092150	188.092150	<------- there
188.573344	188.573344	the grim reaper's
189.394895	189.394895	back again
190.279041	190.279041	but this time
190.889336	190.889336	she's got
191.304023	191.304023	a hat
191.980825	191.980825	and if you
192.610681	192.610681	don't think
193.025368	193.025368	it suits
193.698258	193.698258	her
193.921250	193.921250	she'll
194.132506	194.132506	chop off
194.558930	194.558930	both your
195.036212	195.036212	legs
195.595649	195.595649	somethings
195.990776	195.990776	dripping
196.389815	196.389815	off the scythe
197.238751	197.238751	and it makes
197.895992	197.895992	a massive
198.572794	198.572794	SPLOSH
199.003130	199.003130	and it's woken
199.820769	199.820769	up a girl
200.677529	200.677529	who was
201.111778	201.111778	sleeping
201.553850	201.553850	in the pond
202.504502	202.504502	someone in
203.118709	203.118709	a witch's hat
204.186726	204.186726	who is
204.667920	204.667920	hanging
205.039574	205.039574	like a bat
205.951104	205.951104	reaches over
206.835250	206.835250	to the pond-
207.692010	207.692010	-girl
207.848496	207.848496	and
208.087137	208.087137	makes some
208.521385	208.521385	swirly dots
208.701344	208.701344	
210.438338	210.438338	LYRICS LABELED
211.987548	211.987548	IN AUDACITY
213.442867	213.442867	with a script
214.483499	214.483499	that converts
215.610197	215.610197	labels and
216.306559	216.306559	frames into
216.846436	216.846436	SysEx events
217.840121	217.840121	:)
218.497362	218.497362	2023-03-23
